week,hidrology,HE_RALCO,HS_PALMUCHO,HE_PANGUE,HS_ANGOSTURA,HE_ELTORO,HS_ABANICO,HS_ANTUCO,HS_RUCUE,HS_QUILLECO,TUCAPEL,HS_LAJA_1,HS_EL_DIUTO,HE_CIPRESES,HS_OJOS_DE_AGUA,B_C_ISLA,HS_ISLA,HS_CURILLINQUE,HS_LOMA_ALTA,LMAULE,HS_LA_MINA,B_M_ISLA,B_MAULE,C_MELADO,HS_LOS_HIERROS,HS_LOS_HIERROS_2,HS_ROBLERIA,HE_PEHUENCHE,HE_COLBUN,HS_MACHICURA,HS_SAN_IGNACIO,HS_CHIBURGO,HS_SAN_CLEMENTE,HE_PILMAIQUEN,HS_RUCATAYO,HS_BLANCO,HS_HORNITOS,HS_JUNCAL,HS_LOS_QUILOS,HS_CHACABUQUITO,HS_LA_CONFLUENCIA,HS_LA_HIGUERA,HE_RAPEL,HS_CHACAYES,HE_CANUTILLAR,HP_ALFALFAL,HP_ALLIPEN,HP_MHAH,HP_ALTO_RENAICO,HS_ANCOA,HP_AUX_DEL_MAIPO,HP_BIFURCADA,HP_BOQUIAMARGO,HP_BUREO,HP_CALIBORO,HP_CALLAO,HP_CAPULLO,HP_CARENA,HP_CARILAFQUEN,HP_CAVANCHA,HP_CHANLEUFU,HP_CHAPIQUINA,HP_COLLIL,HP_CONTRA,HP_CONVENTO_VIEJO,HP_COYA,HP_CUMBRES,HP_CUMPEO,HP_CURILEUFU,HP_DONA_HILDA,HP_DONGO,HP_DONGUIL,HP_DON_WALTERIO,HP_DOSAL,HP_DOS_VALLES,HP_EL_AGRIO,HP_EL_ARRAYAN,HP_EL_CANELO,HP_EL_COLORADO,HP_EL_GALPON,HP_EL_LLANO,HP_EL_MANZANO,HP_EL_MIRADOR,HP_EL_PASO,HP_EL_RINCON,HP_EL_TARTARO,HP_MHT2,HP_ENSENADA,HP_EYZAGUIRRE,HP_FLORIDA_1,HP_FLORIDA_2,HP_FLORIDA_3,HP_GUAYACAN,HP_BONITO_MC1,HP_BONITO_MC2,HP_ITATA,HP_LAS_FLORES,HP_LAS_VERTIENTES,HP_LA_ARENA,HP_LA_MONTANA_1,HP_LA_MONTANA_2,HP_LA_PALOMA,HP_LA_VINA,HP_LICAN,HP_LIRCAY,HP_LLEUQUEREO,HP_LOS_BAJOS,HP_LOS_CORRALES_1,HP_LOS_CORRALES_2,HP_LOS_MOLLES,HP_LOS_MORROS,HP_LOS_PADRES,HP_MAISAN,HP_MAITENES,HP_MALALCAHUELLO,HP_MALLARAUCO,HP_MAMPIL,HP_MARIA_ELENA,HP_MARIPOSAS,HP_MELO,HP_MOLINERA_VILLARRICA,HP_MSA_1,HP_MUCHI,HP_MULCHEN,HP_MUNILQUE_1,HP_MUNILQUE_2,HP_NALCAS,HP_PEHUI,HP_PEUCHEN,HP_PICHILONCO,HP_PICOIQUEN,HP_PIUTEL,HP_PROVIDENCIA,HP_PUCLARO,HP_PULELFU,HP_PULLINQUE,HP_PUNTILLA,HP_PURISIMA,HP_QUELTEHUES,HP_RECA,HP_RENAICO,HP_RININAHUE,HP_RIO_COLORADO,HP_RIO_HUASCO,HP_RIO_TRUENO,HP_SANTA_ELENA,HP_SANTA_ISABEL,HP_MHSR,HP_SAN_ANDRES,HP_SAUCEANDES,HP_SAUZAL,HP_SAUZALITO,HP_TRAILELFU,HP_TRANQUIL,HP_TRUFULTRUFUL,HP_VOLCAN,HP_ALFALFAL_2,HP_LAS_LAJAS,HS_LOS_CONDORES,HP_CIPRESILLOS,HP_EL_PINAR,HP_CORRENTOSO,HP_HIDROPALMAR,HP_LAS_NIEVES,HP_AILLIN,HP_CH_LOS_LAGOS,HP_COSAPILLA,HP_LA_COMPANIA_2,HP_CH_EL_ATAJO,HP_CH_CORRALES,HP_PALACIOS,BESS_ALFALFAL,HP_CH_ALTO_BONITO,HP_CHILCO,HP_DIGUA,HP_EL_BRINCO,HP_HIDROMOCHO,HP_LA_CONFIANZA,HP_PANGUIPULLI,HP_QUILLAILEO,HP_TRUPAN,HP_MORAGA,HP_PIEDRAS_NEGRAS,HP_SAN_JOSE,HP_SAN_LUIS,HP_RININAHUE_2
18,1964,52.18,0,6.19,37.9,17.8,1.77,7.87,4.74,0,23.22,19.62,0,20.36,0,0,0,0,0,8.61,7,0.97,13.25,28.99,0,0,0,0,10.52,0,0,0,0,96.25,0,2.51,3.72,0,2.76,0,4.18,9.19,67.05,17.71,84.51,12.08,2.33,1.1,1.14,8.11,2.72,0.21,0.24,0.43,1.05,0.54,7.88,7.01,9.22,1.8,4.64,0.92,6.13,0.28,14.8,10.5,1.3,1.72,0.19,0.14,5.25,0.22,2.58,0.03,0.53,0.57,0.13,2.17,1.08,1.09,0.69,3.08,1.25,7.6,0.25,0.03,0.9,3.05,0.37,0,9.71,2.12,9.34,4.28,0.6,0.75,0.47,1.45,4.93,0.56,0.37,1.14,0.48,15.75,8.56,0.22,4.06,0.59,0.5,5.53,2.14,0.31,0.52,13.39,2.46,2.98,4.44,0.27,3.04,2.45,0.38,2.03,0.29,0.58,0.11,0.11,1.53,0.96,6.16,1,5.35,0.18,18.51,2.98,5.53,16.25,15.94,0.2,41.81,1.4,5.51,0.76,3.36,0.94,3.17,0.56,1.1,0.5,3.19,0.24,17.1,2.66,1.42,2.14,0.54,11.11,16.06,23.72,0,2.01,9.98,1.14,1.85,4.19,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0,0.16,10.01,1.04,0.34,0.49,8,0.6,0.6,0.6,0.6,0.6
19,1964,94.21,0,11.05,63.08,22.58,2.17,9.66,6.28,0,27.76,17.03,0,19.39,0,0,0,0,0,8.85,6.49,0.9,13.01,22.7,0,0,0,0,10.84,0,0,0,0,96.25,0,2.35,3.68,0,2.73,0,4.18,9.19,64.63,17.71,74.75,12.08,2.33,1.1,1.14,8.11,2.79,0.21,0.24,0.43,1.05,0.54,7.88,7.01,9.22,1.8,6.23,0.92,6.13,0.28,14.8,10.5,1.3,1.72,0.19,0.14,5.25,0.22,2.58,0.03,0.53,0.57,0.13,2.17,1.08,1.09,0.64,3.08,1.25,7.6,0.25,0.03,0.9,3.05,0.37,0,8.83,2.12,9.34,4.28,0.6,5.18,0.47,1.45,4.37,0.56,0.37,1.14,0.48,15.75,8.56,0.22,3.82,0.59,0.5,5.53,2.14,0.31,0.52,13.39,2.46,2.98,4.44,0.27,3.04,2.45,0.35,2.03,0.29,0.58,0.11,0.11,1.53,0.96,6.16,1,5.35,0.27,18.51,2.98,5.53,16.25,15.94,0.27,41.81,1.4,5.51,0.76,3.18,0.94,3.17,0.56,1.1,0.5,3.19,0.24,17.1,2.66,1.42,2.14,0.6,11.11,16.06,23.72,0,2.01,9.98,1.14,1.85,4.19,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0,0.16,10.01,1.04,0.34,0.49,8,0.6,0.6,0.6,0.6,0.6
20,1964,107.49,0,12.44,71.89,23.57,2.32,10.32,7.12,0,26.51,21.35,0,20.97,0,0,0,0,0,10.16,6.95,0.96,14.78,27.18,0,0,0,0,14.61,0,0,0,0,110,0,2.45,3.87,0,2.91,0,4.78,10.5,74.25,20.23,68.1,13.8,2.66,1.1,1.3,9.27,3.12,0.24,0.27,0.49,1.2,0.61,9.01,8.01,10.54,1.8,7,1.05,7,0.32,16.92,12,1.49,1.96,0.22,0.16,6,0.25,2.95,0.04,0.6,0.65,0.15,2.48,1.23,1.25,0.67,3.51,1.43,8.68,0.28,0.04,0.9,3.48,0.42,0,9.16,2.42,10.67,4.89,0.68,4.74,0.53,1.66,4,0.64,0.42,1.3,0.55,18,9.78,0.26,4.61,0.67,0.57,6.32,2.44,0.36,0.59,15.3,2.81,3.4,5.08,0.31,3.48,2.8,0.37,2.32,0.33,0.67,0.12,0.12,1.74,1.1,7.04,1.14,6.12,0.19,21.15,3.41,6.32,18.57,17.36,0.27,47.78,1.6,6.3,0.86,5.16,1.08,3.62,0.64,1.26,0.5,3.64,0.27,19.54,3.04,1.63,2.45,0.85,12.7,18.36,27.11,0,2.3,11.4,1.3,2.11,4.79,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0,0.18,10.01,1.04,0.34,0.49,8,0.6,0.6,0.6,0.6,0.6
21,1964,197.54,0,22.22,180.66,30.68,2.45,17.79,11.11,0,26.88,27.39,0,24.5,0,0,0,0,0,13.37,8.12,1.07,19.17,38.75,0,0,0,0,46.47,0,0,0,0,182.86,0,2.87,4.18,0,3.3,0,4.91,10.86,123.34,19.67,160.32,11.89,3.04,1.1,1.49,0,3.47,0.08,0.21,1.11,1.37,0.91,10.32,9.09,16.06,1.8,8.14,0.97,8,0.37,19.33,4.23,2.29,2.82,0.25,0.19,6.86,0.29,2.48,0.02,0.46,1.18,0.13,4.81,2.29,1.43,0.75,5.6,1.44,6.35,0.32,0.02,0.9,4.21,0.35,0,10.74,2.77,12.21,7.49,1.25,24.8,0.72,1.9,7.77,0.71,0.69,0.9,0.17,20.57,11.18,0.78,4.28,0.74,1.05,4.13,2.18,1.26,0.67,16.31,9.52,3.89,21.84,0.31,3.97,3.2,0.52,3.43,0.45,1.52,0.28,0.28,2.96,0.97,32.95,1.3,12.15,0.51,30,3.64,7,40.27,19.58,0.45,51.54,1.83,7.2,0.99,2.52,1.14,6.4,2.29,1.44,0.5,3.89,0.32,18.54,2.88,2.86,3.36,0.97,13.7,12.71,22.07,0,2.18,13.46,2.01,3.26,5.3,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0,0.05,6.87,1.04,0.34,0.83,8,0.6,0.6,0.6,0.6,0.6
22,1964,222.52,0,24.68,201.07,37.73,3.09,22.44,14.42,0,28.83,28.06,0,23.94,0,0,0,0,0,13.99,7.85,1.03,19.7,36.05,0,0,0,0,47.94,0,0,0,0,160,0,2.33,3.63,0,2.71,0,4.3,9.5,131.36,17.22,111.76,10.4,2.66,1.1,1.3,0,3.02,0.07,0.18,0.97,1.2,0.8,9.03,7.96,14.06,1.8,7.12,0.85,7,0.32,16.92,3.7,2.01,2.46,0.22,0.17,6,0.25,2.17,0.02,0.4,1.03,0.11,4.21,2,1.25,0.58,4.9,1.26,5.56,0.28,0.02,0.9,3.68,0.27,0,8.41,2.12,10.68,6.56,1.09,33.43,0.63,1.66,6.75,0.62,0.6,0.79,0.15,18,9.78,0.69,4.21,0.65,0.92,3.61,1.91,1.11,0.59,14.27,8.33,3.4,19.11,0.27,3.48,2.8,0.45,3,0.39,1.33,0.24,0.24,2.59,0.91,28.83,1.14,10.63,0.49,26.25,3.19,6.13,35.23,17.38,0.35,45.09,1.6,6.3,0.86,2.42,1,5.6,2,1.26,0.5,3.4,0.28,16.23,2.52,2.5,2.94,0.33,11.99,11.12,19.31,0,1.91,11.78,1.76,2.86,4.63,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0,0.05,6.87,1.04,0.34,0.83,8,0.6,0.6,0.6,0.6,0.6
23,1964,156.89,0,17.29,144.96,26.96,2.32,16.88,10.62,0,19.37,34.09,0,22.64,0,0,0,0,0,13.55,7.45,0.98,18.75,37.6,0,0,0,0,48.07,0,0,0,0,182.86,0,2.51,3.51,0,2.3,0,4.91,10.86,105.06,19.67,30.94,11.89,3.04,1.1,1.49,0,3.37,0.08,0.21,1.11,1.37,0.91,10.32,9.09,16.06,1.8,8.14,0.97,8,0.37,19.33,4.23,2.29,2.82,0.25,0.19,6.86,0.29,2.48,0.02,0.46,1.18,0.13,4.81,2.29,1.43,0.82,5.6,1.44,6.35,0.32,0.02,0.9,4.21,0.4,0,11.81,2.86,12.21,7.49,1.25,16.72,0.72,1.9,1.97,0.71,0.69,0.9,0.17,20.57,11.18,0.78,5.22,0.74,1.05,4.13,2.18,1.26,0.67,16.31,9.52,3.89,21.84,0.31,3.97,3.2,0.49,3.43,0.45,1.52,0.28,0.28,2.96,1.25,32.95,1.3,12.15,0.55,30,3.64,7,40.27,18.76,0.38,51.54,1.83,7.2,0.99,3.58,1.14,6.4,2.29,1.44,0.5,3.89,0.32,18.54,2.88,2.86,3.36,0.59,13.7,12.71,22.07,0,2.18,13.46,2.01,3.26,5.3,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0,0.05,6.87,1.04,0.34,0.83,8,0.6,0.6,0.6,0.6,0.6
24,1964,100.94,0,11.15,94.33,18.05,1.69,12.27,7.26,0,13.41,30.09,0,16.81,0,0,0,0,0,9.85,5.63,0.74,13.98,27.25,0,0,0,0,36.18,0,0,0,0,140,0,1.91,2.5,0,1.63,0,3.76,8.31,88.19,15.06,35.74,9.1,2.33,1.1,1.14,0,2.53,0.06,0.16,0.85,1.05,0.7,7.9,6.96,12.3,1.8,6.23,0.74,6.13,0.28,14.8,3.24,1.76,2.16,0.19,0.15,5.25,0.22,1.9,0.02,0.35,0.9,0.1,3.68,1.75,1.09,0.52,4.29,1.11,4.87,0.25,0.02,0.9,3.22,0.27,0,7.49,2.12,9.35,5.74,0.95,10.72,0.55,1.45,2.22,0.55,0.53,0.69,0.13,15.75,8.56,0.6,4.09,0.57,0.81,3.16,1.67,0.97,0.52,12.48,7.29,2.98,16.72,0.23,3.04,2.45,0.33,2.62,0.34,1.16,0.21,0.21,2.27,0.88,25.23,1,9.3,0.24,22.97,2.79,5.36,30.83,13.59,0.31,39.46,1.4,5.51,0.76,2.57,0.87,4.9,1.75,1.1,0.5,2.98,0.24,14.2,2.21,2.19,2.58,0.3,10.49,9.73,16.9,0,1.67,10.31,1.54,2.5,4.06,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0,0.04,6.87,1.04,0.34,0.83,8,0.6,0.6,0.6,0.6,0.6
25,1964,106.99,0,12.1,125.29,24.02,1.86,20.43,10.18,0,21.58,34.33,0,21.52,0,0,0,0,0,11.47,7.46,0.97,28.85,42.51,0,0,0,0,20.54,0,0,0,0,120,0,2.16,2.78,0,2.05,0,4.32,9.5,181.74,17.22,35.62,9,2.66,1.1,1.3,0,2.9,0.24,0.21,0.77,1.2,0.56,7.8,7.78,8.04,1.8,3.63,0.7,7,0.27,16.92,10.68,1.36,2.28,0.18,0.19,6,0.25,2.71,0.02,0.3,0.88,0.14,2.63,2,1.25,0.61,4.9,1.4,5,0.28,0.03,0.9,2.4,0,0,9.2,2.42,8.51,4.47,0.58,20.31,0.49,1.66,2.19,0.51,0.59,0.76,0.55,18,9.78,0.72,4.62,0.64,0.83,6.05,1.85,1.29,0.54,14.72,6.4,3.4,22.65,0.31,3.48,2.8,0.53,3,0.3,1.05,0.19,0.19,1.53,1.1,34.1,0.95,12.61,0.29,26.25,2.51,6.08,31.93,15.78,0.36,36.53,1.6,6.3,0.86,3.03,0.96,5.6,1.42,1.26,0.5,3.44,0.13,22.45,3.49,1.99,2.74,0.85,9.71,9.45,16.23,0,2.64,11.4,1.19,1.93,4,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,1.8,0.18,7.69,1.04,0.26,0.62,8,0.6,0.6,0.6,0.6,0.6
26,1964,140.96,0,15.98,162.73,35.88,3.08,33.76,15.75,0,33.72,34.13,0,22.23,0,0,0,0,0,11.59,7.85,1.02,21.06,44.54,0,0,0,0,19.07,0,0,0,0,120,0,2.48,2.77,0,2.49,0,4.32,9.5,170.5,17.22,93.13,9,2.66,1.1,1.3,0,2.93,0.24,0.21,0.77,1.2,0.56,7.8,7.78,8.04,1.8,2.41,0.7,7,0.27,16.92,10.68,1.36,2.28,0.18,0.19,6,0.25,2.71,0.02,0.3,0.88,0.14,2.63,2,1.25,0.62,4.9,1.4,5,0.28,0.03,0.9,2.4,0,0,9.41,2.42,8.51,4.47,0.58,45,0.49,1.66,5.55,0.51,0.59,0.76,0.55,18,9.78,0.72,4.58,0.64,0.83,6.05,1.85,1.29,0.54,14.72,6.4,3.4,22.65,0.31,3.48,2.8,0.55,3,0.3,1.05,0.19,0.19,1.53,1.06,34.1,0.95,12.61,0.47,26.25,2.51,6.08,31.93,16.28,0.37,36.53,1.6,6.3,0.86,3.13,0.96,5.6,1.42,1.26,0.5,3.44,0.13,22.45,3.49,1.99,2.74,0.85,9.71,9.45,16.23,0,2.64,11.4,1.19,1.93,4,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,1.8,0.18,7.69,1.04,0.26,0.62,8,0.6,0.6,0.6,0.6,0.6
27,1964,139.32,0,15.61,160.74,28.89,2.64,29,13.07,0,28.02,26.96,0,20.47,0,0,0,0,0,10.75,7.37,0.96,16.97,40.33,0,0,0,0,16.94,0,0,0,0,120,0,2.4,2.6,0,1.93,0,4.32,9.5,128.32,17.22,72.99,9,2.66,1.1,1.3,0,2.82,0.24,0.21,0.77,1.2,0.56,7.8,7.78,8.04,1.8,1.44,0.7,7,0.27,16.92,10.68,1.36,2.28,0.18,0.19,6,0.25,2.71,0.02,0.3,0.88,0.14,2.63,2,1.25,0.57,4.9,1.4,5,0.28,0.03,0.9,2.4,0,0,8.73,2.42,8.51,4.47,0.58,42.95,0.49,1.66,4.37,0.51,0.59,0.76,0.55,18,9.78,0.72,4.16,0.64,0.83,6.05,1.85,1.29,0.54,14.72,6.4,3.4,22.65,0.31,3.48,2.8,0.49,3,0.3,1.05,0.19,0.19,1.53,1.08,34.1,0.95,12.61,0.49,26.25,2.51,6.08,31.93,15.04,0.37,36.53,1.6,6.3,0.86,2.94,0.96,5.6,1.42,1.26,0.5,3.44,0.13,22.45,3.49,1.99,2.74,0.85,9.71,9.45,16.23,0,2.64,11.4,1.19,1.93,4,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,1.8,0.18,7.69,1.04,0.26,0.62,8,0.6,0.6,0.6,0.6,0.6
28,1964,98.65,0,10.77,114.78,18.84,1.76,19.33,8.7,0,18.53,12.48,0,17.66,0,0,0,0,0,9.62,6.48,0.84,12.31,32.04,0,0,0,0,13.52,0,0,0,0,105,0,1.67,1.88,0,1.76,0,3.78,8.31,97.51,15.06,29.9,7.88,2.33,1.1,1.14,0,2.54,0.21,0.18,0.67,1.05,0.49,6.82,6.81,7.03,1.8,6.23,0.62,6.13,0.24,14.8,9.35,1.19,2,0.16,0.16,5.25,0.22,2.37,0.02,0.26,0.77,0.12,2.3,1.75,1.09,0.5,4.29,1.23,4.38,0.25,0.03,0.9,2.1,0,0,7.61,2.12,7.45,3.92,0.51,27.49,0.43,1.45,1.84,0.45,0.51,0.66,0.48,15.75,8.56,0.63,3.76,0.56,0.73,5.29,1.61,1.13,0.48,12.88,5.6,2.98,19.82,0.27,3.04,2.45,0.43,2.62,0.26,0.92,0.17,0.17,1.34,0.96,29.83,0.83,11.03,0.36,22.97,2.2,5.32,27.94,13.12,0.28,31.96,1.4,5.51,0.76,2.7,0.84,4.9,1.25,1.1,0.5,3.01,0.12,19.64,3.06,1.74,2.4,0.74,8.5,8.27,14.2,0,2.31,9.98,1.04,1.69,3.5,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,1.8,0.16,7.69,1.04,0.26,0.62,8,0.6,0.6,0.6,0.6,0.6
29,1964,128.46,0,13.16,147.88,24.66,2.09,25.21,11.89,0,24.52,15.2,0,24.66,0,0,0,0,0,15,8.84,1.12,15.18,40.72,0,0,0,0,19.2,0,0,0,0,134.86,0,2.15,2.59,0,2.33,0,4.7,10.63,116.37,26.69,74.77,10.29,3.04,1.1,1.49,0,3.19,0.27,0.49,1.15,1.37,0.76,10.29,9.56,11.55,1.8,3.78,0.71,8,0.35,19.33,3.14,1.83,2.47,0.24,0.18,6.86,0.29,3.37,0.01,0.23,1.21,0.17,3.52,2.29,1.43,0.64,5.6,2.61,3.61,0.32,0.04,0.9,5.36,0,0,9.52,2.77,8.26,6.03,0.89,32.99,0.66,1.9,4.35,0.7,0.8,1.53,0.63,20.57,11.18,1.16,3.25,0.91,0.87,6.45,2.11,1.91,0.67,16.78,9.39,3.89,32.66,0.35,3.97,3.2,0.6,3.43,0.41,1.57,0.29,0.29,2.22,1.26,50.33,1.23,18.42,0.21,30,3.74,9.07,32.2,16.86,0.48,39.44,1.83,7.2,0.99,6.36,1.36,6.4,1.56,1.44,0.5,3.61,0.15,25.26,3.93,2.86,3.36,0.97,10.48,10.17,17.37,0,2.97,13.03,1.61,2.61,5.18,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,17.78,0.21,11.04,1.04,0.34,0.78,8,0.6,0.6,0.6,0.6,0.6
30,1964,141.95,0,14.14,161.04,25.08,2.18,26.24,12.35,0,25.32,19.89,0,22.53,0,0,0,0,0,14.2,8.23,1.04,12.83,37.91,0,0,0,0,17.3,0,0,0,0,118,0,1.83,2.22,0,2.05,0,4.1,9.3,103.03,23.35,119.52,9,2.66,1.1,1.3,0,2.95,0.24,0.43,1.01,1.2,0.66,9.01,8.36,10.11,1.8,3.18,0.62,7,0.31,16.92,2.75,1.61,2.16,0.21,0.16,6,0.25,2.95,0.01,0.2,1.06,0.15,3.08,2,1.25,0.54,4.9,2.29,3.16,0.28,0.03,0.9,4.69,0,0,7.94,2.42,7.23,5.27,0.78,37.66,0.58,1.66,6.8,0.61,0.7,1.34,0.55,18,9.78,1.02,2.39,0.8,0.76,5.65,1.85,1.67,0.59,14.69,8.21,3.4,28.58,0.31,3.48,2.8,0.46,3,0.36,1.37,0.25,0.25,1.95,1.1,44.04,1.08,16.12,0.32,26.25,3.27,7.94,28.17,14.13,0.38,34.51,1.6,6.3,0.86,5.93,1.19,5.6,1.37,1.26,0.5,3.16,0.13,22.1,3.44,2.5,2.94,0.85,9.17,8.89,15.2,0,2.6,11.4,1.41,2.28,4.53,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,17.78,0.18,11.04,1.04,0.34,0.78,8,0.6,0.6,0.6,0.6,0.6
31,1964,151.41,0,15.02,171.21,28.44,2.57,30.93,14.06,0,28.63,25.8,0,20.13,0,0,0,0,0,12.59,7.84,0.99,17,45.36,0,0,0,0,18.49,0,0,0,0,118,0,1.91,2.2,0,2.11,0,4.1,9.3,271.07,23.35,35.63,9,2.66,1.1,1.3,0,2.93,0.24,0.43,1.01,1.2,0.66,9.01,8.36,10.11,1.8,3.17,0.62,7,0.31,16.92,2.75,1.61,2.16,0.21,0.16,6,0.25,2.95,0.01,0.2,1.06,0.15,3.08,2,1.25,0.51,4.9,2.29,3.16,0.28,0.03,0.9,4.69,0,0,7.43,2.42,7.23,5.27,0.78,45,0.58,1.66,2.12,0.61,0.7,1.34,0.55,18,9.78,1.02,3.55,0.8,0.76,5.65,1.85,1.67,0.59,14.69,8.21,3.4,28.58,0.31,3.48,2.8,0.53,3,0.36,1.37,0.25,0.25,1.95,1.1,44.04,1.08,16.12,0.49,26.25,3.27,7.94,28.17,13.36,0.39,34.51,1.6,6.3,0.86,7.1,1.19,5.6,1.37,1.26,0.5,3.16,0.13,22.1,3.44,2.5,2.94,0.85,9.17,8.89,15.2,0,2.6,11.4,1.41,2.28,4.53,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,17.78,0.18,11.04,1.04,0.34,0.78,8,0.6,0.6,0.6,0.6,0.6
32,1964,270.23,0,27.32,300.22,40.02,3.82,46.05,19.5,0,39.31,25.8,0,18.56,0,0,0,0,0,10.89,8.15,1.03,20.2,55.11,0,0,0,0,19.41,0,0,0,0,118,0,1.84,2.2,0,2.07,0,4.1,9.3,212.08,23.35,148.18,9,2.66,1.1,1.3,0,2.98,0.24,0.43,1.01,1.2,0.66,9.01,8.36,10.11,1.8,6.16,0.62,7,0.31,16.92,2.75,1.61,2.16,0.21,0.16,6,0.25,2.95,0.01,0.2,1.06,0.15,3.08,2,1.25,0.48,4.9,2.29,3.16,0.28,0.03,0.9,4.69,0,0,7.01,2.42,7.23,5.27,0.78,45,0.58,1.66,6.8,0.61,0.7,1.34,0.55,18,9.78,1.02,3.4,0.8,0.76,5.65,1.85,1.67,0.59,14.69,8.21,3.4,28.58,0.31,3.48,2.8,0.47,3,0.36,1.37,0.25,0.25,1.95,1.1,44.04,1.08,16.12,0.28,26.25,3.27,7.94,28.17,12.72,0.26,34.51,1.6,6.3,0.86,6.4,1.19,5.6,1.37,1.26,0.5,3.16,0.13,22.1,3.44,2.5,2.94,0.64,9.17,8.89,15.2,0,2.6,11.4,1.41,2.28,4.53,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,17.78,0.18,11.04,1.04,0.34,0.78,8,0.6,0.6,0.6,0.6,0.6
33,1964,413.15,0,42.85,338.58,46.94,3.01,60.53,23.84,0,49.12,26.35,0,17.6,0,0,0,0,0,8.54,9.09,1.22,23.81,61.35,0,0,0,0,26.09,0,0,0,0,162,0,1.87,2.33,0,2.5,0,6.85,14.3,200.01,27.88,104.46,9.5,2.66,1.1,1.3,0,3.08,0.24,0.76,1.97,1.2,0.79,9.03,8.19,14.74,1.8,7.12,0.61,7,0.32,5.07,12,1.99,2.43,0.22,0.17,6,0.25,2.95,0.02,0.3,1.77,0.15,3.2,2,1.24,0.52,4.9,2.95,5.64,0.28,0.04,0.9,3.5,0.43,0,6.69,2.42,8.92,6.5,1.08,45,0.63,1.66,6.8,1.72,1.48,2.15,0.55,18,11.23,1.5,3.27,0.8,0.99,6.53,1.91,2.18,0.41,13.84,8.97,3.4,39.74,0.31,3.69,2.66,0.46,2.92,0.39,2.68,0.49,0.49,2.56,1.1,63.91,1.14,17.26,0.21,19.12,3.78,7.63,43.18,13.63,0.33,39.17,1.6,6.3,0.86,12.23,1.29,5.6,2,1.05,0.5,4.16,0.28,38.58,6,0.13,2.94,0.85,10.41,8.97,15.94,0,4.54,11.78,1.75,2.83,4.63,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,20,0.18,7.14,1.04,0.34,0.53,8,0.6,0.6,0.6,0.6,0.6
34,1964,325.35,0,34.38,268.67,37.79,2.58,51.79,18.9,0,38.2,21.12,0,21.75,0,0,0,0,0,9.06,13.4,1.8,20.3,71.96,0,0,0,0,23.61,0,0,0,0,162,0,2.28,2.84,0,2.93,0,6.85,14.3,140,27.88,48.17,9.5,2.66,1.1,1.3,0,3.2,0.24,0.76,1.97,1.2,0.79,9.03,8.19,14.74,1.8,7.12,0.61,7,0.32,5.07,12,1.99,2.43,0.22,0.17,6,0.25,2.95,0.02,0.3,1.77,0.15,3.2,2,1.24,0.45,4.9,2.95,5.64,0.28,0.04,0.9,3.5,0.38,0,5.85,2.12,8.92,6.5,1.08,45,0.63,1.66,3.35,1.72,1.48,2.15,0.55,18,11.23,1.5,4.42,0.8,0.99,6.53,1.91,2.18,0.41,13.84,8.97,3.4,39.74,0.31,3.69,2.66,0.5,2.92,0.39,2.68,0.49,0.49,2.56,1.1,63.91,1.14,17.26,0.33,19.12,3.78,7.63,43.18,13.61,0.14,39.17,1.6,6.3,0.86,11.04,1.29,5.6,2,1.05,0.5,4.16,0.28,38.58,6,0.13,2.94,0.85,10.41,8.97,15.94,0,4.54,11.78,1.75,2.83,4.63,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,20,0.18,7.14,1.04,0.34,0.53,8,0.6,0.6,0.6,0.6,0.6
